gamma_result,ref,LP
2511.2400703206295,2512.8176,531.94086
2499.2354623576452,2515.7683,532.4957
2505.230035717904,2522.4607,535.3414
2524.3296033539737,2521.8616,537.38354
2538.6345070140737,2521.45,537.039
2520.77530847567,2520.7622,534.85767
2510.5672680687067,2518.0476,534.5281
2527.7415142540412,2517.2517,535.35077
2542.0739844333566,2512.351,533.47095
2513.3343369348745,2509.9333,529.53687
2494.7196570033557,2504.434,528.44354
2501.0195545024562,2497.6194,528.7938
2481.433733817338,2492.492,527.74506
2449.431049980035,2464.1963,525.628
2419.263050843466,2441.1028,524.59906
2347.507630472952,2207.894,498.70074
2243.081293218179,1858.8933,438.8086
1721.5286369630494,1476.8383,344.82645
831.2677641201116,1275.1682,289.88672
400.0,1360.8392,354.39746
783.1844060494731,1653.039,507.61066
1594.9341436433942,2009.9562,657.82916
2341.8028931666713,2277.4744,741.60925
2907.922115520343,2491.0906,760.1991
3322.3507596624304,2667.1375,731.04034
3519.8044485124187,2825.2231,670.4426
3507.6198063831025,2917.8408,596.9166
3387.979373018464,2981.9766,532.6313
3216.720319010412,3019.302,487.47742
3069.891930681285,3057.5054,467.91257
2971.2362120605576,3082.6768,469.38556
2934.367040052588,3106.077,485.8099
2949.4135872590105,3111.557,507.445
2962.0632679135642,3117.0776,527.9449
3014.5680308065976,3130.8113,548.60724
3114.2503823428806,3145.658,564.6873
3211.264739602874,3158.475,570.1516
3287.8307379825656,3169.8672,565.13696
3289.5208649722927,3170.073,550.7626
3231.184530951481,3169.8567,536.1338
3182.876380686759,3174.2483,529.1665
3167.300206540356,3177.529,528.50757
3164.9702289657894,3175.9326,529.5599
3172.553414885068,3175.8403,530.8878
3162.387738575355,3181.5908,531.9932
3116.9763366423213,3185.0317,534.7667
3133.7950725054825,3198.8193,544.7948
3204.864204911227,3206.994,553.7787
3239.514849802743,3200.014,553.2163
3252.5224029797273,3195.789,547.89166
3236.4566417411197,3188.9167,540.12445
3184.157814372127,3185.0664,533.8421
3164.750477000751,3191.4004,534.7318
3188.509120858712,3195.6455,538.51965
3192.2330860208904,3190.3562,538.7553
3194.002610138926,3187.4238,538.176
3195.9041523843866,3185.5576,537.1506
3155.3276316454703,3183.7114,535.6646
3151.485360659003,3194.6975,540.49176
3198.7119335196408,3200.5527,546.5136
3222.9924202251186,3198.992,546.56885
3235.081041296341,3198.2498,543.5594
3233.9390482732797,3197.028,538.91534
3211.1943946206748,3195.2612,534.188
3195.976551350198,3202.136,533.0815
3199.287888192549,3205.3955,534.23645
3195.14270700194,3195.174,533.7356
3192.4326375228006,3189.548,533.0527
3172.945999674829,3181.6453,531.7328
3130.1066566042086,3175.688,532.068
3140.3851053245344,3183.7893,538.64276
3188.1032351534705,3188.3445,544.5261
3212.7495448843147,3187.914,544.5209
3228.2784247428426,3189.5005,541.6913
3234.1540184169216,3192.9038,537.37244
3210.9218985736898,3194.126,532.47736
3178.3222503756083,3202.8938,531.49445
3168.3115015266167,3207.1587,535.0252
3169.9802637864223,3200.5112,538.973
3185.60744838731,3198.8186,542.51483
3211.0403462493377,3195.4128,543.73065
3217.2314495059027,3193.2812,541.5722
3215.0414707788786,3198.0034,539.2307
